account,date,total_pnl,total_volume,total_fee,trade_count,buy_count,sell_count,avg_exec_price,coins_traded,net_pnl,buy_ratio,fg_value,fg_label,net_pnl_outlier,total_volume_outlier,net_pnl_w,total_volume_w,fg_7d_ma,fg_14d_ma,fg_delta,fg_momentum,is_extreme_fear,is_extreme_greed,is_win,pnl_per_trade,avg_trade_size,bias,is_contrarian,log_volume,pnl_tier,trader_tier_x,acct_win_rate_x,acct_contrarian_rate_x,acct_pnl_per_trade_x,trader_tier_y,acct_win_rate_y,acct_contrarian_rate_y,acct_pnl_per_trade_y
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,0.0,68979.14,24.142692,6,6,0,3102.4500000000003,1,-24.142692,1.0,72.0,Greed,False,False,-24.142692,68979.14,69.57,71.64,0.0,-1.0,0,0,0,-4.0238,11496.52,Bullish,0,11.141573916062562,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,4281.488139,154264.47,53.99255,27,0,27,3258.651851851852,1,4227.495589,0.0,67.0,Greed,False,False,4227.495589,154264.47,70.14,70.43,-3.0,-1.0,0,0,1,156.5739,5713.5,Bearish,1,11.946430228472952,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,0.0,26999.41,9.449794,8,0,8,3276.125,1,-9.449794,0.0,65.0,Greed,False,False,-9.449794,26999.41,70.0,69.43,-2.0,-1.0,0,0,0,-1.1812,3374.93,Bearish,1,10.203607330056357,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,526.9338359999999,104475.19,36.566301,31,24,7,3260.0967741935483,1,490.3675349999999,0.7742,67.0,Greed,False,False,490.3675349999999,104475.19,69.14,69.07,2.0,-1.0,0,0,1,15.8183,3370.17,Bullish,0,11.556714477536005,Upper-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,0.0,125018.75,43.75655,24,24,0,3023.15,1,-43.75655,1.0,67.0,Greed,False,False,-43.75655,125018.75,68.57,68.71,0.0,0.0,0,0,0,-1.8232,5209.11,Bullish,0,11.736227003803753,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-01,0.0,87025.45,30.458908,14,14,0,2916.8142857142857,1,-30.458908,1.0,54.0,Neutral,False,False,-30.458908,87025.45,66.0,67.29,-13.0,-1.0,0,0,0,-2.1756,6216.1,Bullish,0,11.373967374419603,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-03,5319.861625,277373.29,97.080639,23,0,23,3068.117391304348,1,5222.780986,0.0,48.0,Neutral,False,False,5222.780986,277373.29,62.57,66.07,-6.0,-1.0,0,0,1,227.0774,12059.71,Bearish,0,12.533123100520037,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,0.0,53999.34,18.899767,6,0,6,3133.75,1,-18.899767,0.0,67.0,Greed,False,False,-18.899767,53999.34,62.14,66.07,19.0,0.0,0,0,0,-3.15,8999.89,Bearish,1,10.896745621822886,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,0.0,23986.050000000003,8.395113,4,0,4,3144.175,1,-8.395113,0.0,69.0,Greed,False,False,-8.395113,23986.050000000003,62.43,66.29,2.0,1.0,0,0,0,-2.0988,5996.51,Bearish,1,10.085269380369274,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-06,968.59038,206016.43,72.105746,9,8,1,3109.866666666667,1,896.484634,0.8889,71.0,Greed,False,False,896.484634,206016.43,63.29,66.64,2.0,1.0,0,0,1,99.6094,22890.71,Bullish,0,12.23571605584284,Upper-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,656.21704,98901.26,34.615441,10,4,6,3086.53,1,621.601599,0.4,68.0,Greed,False,False,621.601599,98901.26,63.43,66.29,-3.0,1.0,0,0,1,62.1602,9890.13,Neutral,0,11.50188736871473,Upper-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,0.0,65834.19,23.04196,10,10,0,3005.7200000000003,1,-23.04196,1.0,64.0,Greed,False,False,-23.04196,65834.19,63.0,65.79,-4.0,-1.0,0,0,0,-2.3042,6583.42,Bullish,0,11.094909776789166,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-09,1147.595856,216990.58,75.946694,25,9,16,2987.788,1,1071.649162,0.36,55.0,Greed,False,False,1071.649162,216990.58,63.14,64.57,-9.0,-1.0,0,0,1,42.866,8679.62,Neutral,1,12.287613829926467,Upper-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,2101.741695,156882.0,54.90869,22,16,6,2946.254545454545,1,2046.833005,0.7273,66.0,Greed,False,False,2046.833005,156882.0,65.71,64.14,11.0,-1.0,0,0,1,93.0379,7131.0,Bullish,0,11.96325558358387,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,251.604742,63248.95,22.137125,9,0,9,2922.511111111111,1,229.467617,0.0,53.0,Neutral,False,False,229.467617,63248.95,63.71,62.93,-13.0,-1.0,0,0,1,25.4964,7027.66,Bearish,0,11.05484961607562,Upper-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,0.0,45004.64,15.751622,10,10,0,2920.53,1,-15.751622,1.0,56.0,Greed,False,False,-15.751622,45004.64,61.86,62.14,3.0,1.0,0,0,0,-1.5752,4500.46,Bullish,0,10.714543094232225,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-13,2136.853859,188144.09,65.850416,25,5,20,2952.0440000000003,1,2071.003443,0.2,57.0,Greed,False,False,2071.003443,188144.09,59.86,61.57,1.0,-1.0,0,0,1,82.8401,7525.76,Bearish,1,12.14496869948123,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-14,1150.5233050000002,145853.4,51.048685,23,23,0,2912.1304347826085,1,1099.4746200000002,1.0,66.0,Greed,False,False,1099.4746200000002,145853.4,59.57,61.5,9.0,1.0,0,0,1,47.8032,6341.45,Bullish,0,11.890364142821625,Upper-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-15,948.970582,234922.57,82.222887,36,11,25,2930.625,1,866.747695,0.3056,64.0,Greed,False,False,866.747695,234922.57,59.57,61.29,-2.0,1.0,0,0,1,24.0763,6525.63,Bearish,1,12.367015506183682,Upper-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-16,214.5898,158780.89,55.573295,24,14,10,2988.3916666666664,1,159.016505,0.5833,70.0,Greed,False,False,159.016505,158780.89,61.71,62.43,6.0,1.0,0,0,1,6.6257,6615.87,Neutral,0,11.975286778470636,Lower-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-18,3522.3946610000003,126303.14,44.206092,25,7,18,3123.796,1,3478.1885690000004,0.28,73.0,Greed,False,False,3478.1885690000004,126303.14,62.71,64.21,3.0,1.0,0,0,1,139.1275,5052.13,Bearish,1,11.746448086898747,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-19,0.0,29998.09,10.499327,8,8,0,3079.425,1,-10.499327,1.0,72.0,Greed,False,False,-10.499327,29998.09,65.43,64.57,-1.0,1.0,0,0,0,-1.3124,3749.76,Bullish,0,10.308922326850894,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-20,0.0,33003.4,11.55119,7,7,0,3076.714285714286,1,-11.55119,1.0,70.0,Greed,False,False,-11.55119,33003.4,67.43,64.64,-2.0,0.0,0,0,0,-1.6502,4714.77,Bullish,0,10.404396164893852,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-21,6017.309216,482127.94,168.74476099999998,53,11,42,3548.388679245283,1,5848.564455,0.2075,76.0,Extreme Greed,False,False,5848.564455,482127.94,70.14,65.0,6.0,1.0,0,0,1,110.3503,9096.75,Bearish,1,13.085966867631662,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-22,0.0,44995.29,15.748349,6,0,6,3733.3333333333335,1,-15.748349,0.0,76.0,Extreme Greed,False,False,-15.748349,44995.29,71.57,65.57,0.0,1.0,0,0,0,-2.6247,7499.22,Bearish,1,10.714335320909282,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-07,7329.223137999999,785972.7,275.090432,52,39,13,3689.476923076923,1,7054.132705999999,0.75,77.0,Extreme Greed,True,False,7054.132705999999,785972.7,74.43,74.14,-1.0,1.0,0,0,1,135.6564,15114.86,Bullish,0,13.57467861029173,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-08,0.0,45002.65,15.750927,7,7,0,3683.9,1,-15.750927,1.0,72.0,Greed,False,False,-15.750927,45002.65,74.43,74.0,-5.0,-1.0,0,0,0,-2.2501,6428.95,Bullish,0,10.71449887657424,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,0.0,20999.96,7.349985,5,5,0,3705.2,1,-7.349985,1.0,75.0,Extreme Greed,False,False,-7.349985,20999.96,74.71,73.93,3.0,-1.0,0,0,0,-1.47,4199.99,Bullish,0,9.952323429946409,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,0.0,24000.3,8.400105,4,4,0,3668.7,1,-8.400105,1.0,72.0,Greed,False,False,-8.400105,24000.3,74.57,73.71,-3.0,-1.0,0,0,0,-2.1,6000.08,Bullish,0,10.085863274529789,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,0.0,276003.46,96.601194,21,21,0,3513.042857142857,1,-96.601194,1.0,74.0,Greed,False,False,-96.601194,276003.46,74.71,73.71,2.0,1.0,0,0,0,-4.6001,13143.02,Bullish,0,12.528172303989015,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-14,0.0,97988.96,34.296119,16,16,0,3404.96875,1,-34.296119,1.0,74.0,Greed,False,False,-34.296119,97988.96,72.71,73.57,4.0,0.0,0,0,0,-2.1435,6124.31,Bullish,0,11.492620303424863,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-15,2084.433906,592097.63,207.234159,38,9,29,3544.4236842105265,1,1877.199747,0.2368,74.0,Greed,False,False,1877.199747,592097.63,73.0,73.71,0.0,1.0,0,0,1,49.4,15581.52,Bearish,1,13.291428504718846,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-17,1268.7590360000002,252491.58,88.37205,14,8,6,3573.121428571428,1,1180.3869860000002,0.5714,71.0,Greed,False,False,1180.3869860000002,252491.58,72.29,73.43,0.0,-1.0,0,0,1,84.3134,18035.11,Neutral,0,12.439137141127157,Upper-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-18,0.0,62998.22,22.049377,7,7,0,3435.6857142857143,1,-22.049377,1.0,74.0,Greed,False,False,-22.049377,62998.22,72.29,73.5,3.0,0.0,0,0,0,-3.1499,8999.75,Bullish,0,11.050877624344643,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-19,2053.973644,190061.52,66.52153,17,0,17,3533.276470588235,1,1987.452114,0.0,64.0,Greed,False,False,1987.452114,190061.52,71.14,72.71,-10.0,-1.0,0,0,1,116.9089,11180.09,Bearish,1,12.155108349648257,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-20,0.0,29997.36,10.499073,4,0,4,3620.1,1,-10.499073,0.0,60.0,Greed,False,False,-10.499073,29997.36,69.71,71.43,-4.0,-1.0,0,0,0,-2.6248,7499.34,Bearish,1,10.308897992483349,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-21,773.5582039999999,74216.28,25.975695,11,11,0,3505.409090909091,1,747.582509,1.0,63.0,Greed,False,False,747.582509,74216.28,68.14,70.43,3.0,-1.0,0,0,1,67.962,6746.93,Bullish,0,11.214752286139214,Upper-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-22,0.0,18000.21,6.300072,3,3,0,3528.9,1,-6.300072,1.0,53.0,Neutral,False,False,-6.300072,18000.21,65.14,69.07,-10.0,-1.0,0,0,0,-2.1,6000.07,Bullish,0,9.798194256841212,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-24,0.0,252007.37,88.202567,21,21,0,3348.014285714286,1,-88.202567,1.0,51.0,Neutral,False,False,-88.202567,252007.37,60.0,66.14,-4.0,-1.0,0,0,0,-4.2001,12000.35,Bullish,0,12.437217580227692,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-26,4197.732182,364194.84,127.46818,31,0,31,3415.0193548387097,1,4070.264002,0.0,46.0,Neutral,False,False,4070.264002,364194.84,51.14,61.14,16.0,-1.0,0,0,1,131.2988,11748.22,Bearish,0,12.805447023914967,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-27,0.0,119990.08,41.996528,12,0,12,3402.083333333333,1,-41.996528,0.0,40.0,Fear,False,False,-41.996528,119990.08,48.29,59.0,-6.0,-1.0,0,0,0,-3.4997,9999.17,Bearish,0,11.695172685667991,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-29,1842.738325,223530.97,78.235829,17,16,1,3376.8705882352942,1,1764.502496,0.9412,30.0,Fear,False,False,1764.502496,223530.97,43.57,55.86,-10.0,0.0,0,0,1,103.7943,13148.88,Bullish,1,12.31730972531175,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-30,0.0,29999.27,10.499745,3,3,0,3380.2,1,-10.499745,1.0,47.0,Neutral,False,False,-10.499745,29999.27,42.71,53.93,17.0,1.0,0,0,0,-3.4999,9999.76,Bullish,0,10.308961660603792,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-01,1202.488212,97200.55,34.02019,13,2,11,3492.207692307692,1,1168.468022,0.1538,53.0,Neutral,False,False,1168.468022,97200.55,42.43,52.64,6.0,1.0,0,0,1,89.8822,7476.97,Bearish,0,11.484541936823444,Upper-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,1118.387284,103880.08,36.358022,10,10,0,3332.44,1,1082.029262,1.0,50.0,Neutral,False,False,1082.029262,103880.08,45.29,49.5,-1.0,1.0,0,0,1,108.2029,10388.01,Bullish,0,11.551002062334115,Upper-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,0.0,255022.22,89.257767,14,14,0,3149.928571428572,1,-89.257767,1.0,44.0,Fear,False,False,-89.257767,255022.22,45.0,48.07,-6.0,-1.0,0,0,0,-6.3756,18215.87,Bullish,1,12.44910987881849,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,0.0,270298.74,94.604547,20,20,0,2939.615,1,-94.604547,1.0,29.0,Fear,False,False,-94.604547,270298.74,43.43,45.86,-15.0,-1.0,0,0,0,-4.7302,13514.94,Bullish,1,12.507286770369884,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,11595.627026,671917.11,235.170963,43,10,33,3138.097674418605,1,11360.456063,0.2326,28.0,Fear,True,False,11360.456063,671917.11,30.14,37.71,1.0,-1.0,0,0,1,264.1967,15625.98,Bearish,0,13.417891751960692,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-11,1876.812082,169887.02,59.460443,19,10,9,3151.1421052631576,1,1817.351639,0.5263,29.0,Fear,False,False,1817.351639,169887.02,28.0,36.5,1.0,1.0,0,0,1,95.6501,8941.42,Neutral,0,12.04289479310801,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-12,0.0,76006.65,26.602324,10,10,0,3078.71,1,-26.602324,1.0,25.0,Fear,False,False,-26.602324,76006.65,27.43,35.43,-4.0,-1.0,0,0,0,-2.6602,7600.66,Bullish,1,11.238589272097538,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-13,2678.839374,138690.01,48.541495,13,0,13,3157.5999999999995,1,2630.297879,0.0,25.0,Fear,False,False,2630.297879,138690.01,27.29,35.07,0.0,-1.0,0,0,1,202.3306,10668.46,Bearish,0,11.840003788052302,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-14,0.0,84001.13,29.400389,7,0,7,3194.1857142857143,1,-29.400389,0.0,33.0,Fear,False,False,-29.400389,84001.13,27.86,34.07,8.0,1.0,0,0,0,-4.2001,12000.16,Bearish,0,11.338597434646822,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-15,0.0,167993.85,58.797837,21,0,21,3371.7619047619046,1,-58.797837,0.0,52.0,Neutral,False,False,-58.797837,167993.85,31.29,34.0,19.0,1.0,0,0,0,-2.7999,7999.71,Bearish,0,12.031688603153624,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-16,0.0,144000.57,50.400181,22,0,22,3446.881818181818,1,-50.400181,0.0,65.0,Greed,False,False,-50.400181,144000.57,36.71,35.0,13.0,1.0,0,0,0,-2.2909,6545.48,Bearish,1,11.87757948127648,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-17,0.0,164934.32,57.727006,9,0,9,3508.577777777778,1,-57.727006,0.0,69.0,Greed,False,False,-57.727006,164934.32,42.57,36.36,4.0,1.0,0,0,0,-6.4141,18326.04,Bearish,1,12.013308676030633,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-18,2569.979964,642356.11,224.824607,53,53,0,3391.116981132076,1,2345.155357,1.0,61.0,Greed,False,False,2345.155357,642356.11,47.14,37.57,-8.0,1.0,0,0,1,44.2482,12119.93,Bullish,0,13.372899674130498,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-19,2120.091364,146122.7,51.142944,16,0,16,3495.46875,1,2068.94842,0.0,60.0,Greed,False,False,2068.94842,146122.7,52.14,39.79,-1.0,-1.0,0,0,1,129.3093,9132.67,Bearish,1,11.892208802242067,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-20,129.66130099999998,99879.67,34.957881,9,9,0,3487.422222222222,1,94.70341999999998,1.0,74.0,Greed,False,False,94.70341999999998,99879.67,59.14,43.21,14.0,1.0,0,0,1,10.5226,11097.74,Bullish,0,11.51173145242087,Lower-Mid,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-21,0.0,43995.18,15.398312,3,3,0,3477.1666666666665,1,-15.398312,1.0,74.0,Greed,False,False,-15.398312,43995.18,65.0,46.43,0.0,1.0,0,0,0,-5.1328,14665.06,Bullish,0,10.691858090949664,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-22,2273.29301,225308.37,78.8579,21,10,11,3501.6142857142854,1,2194.43511,0.4762,70.0,Greed,False,False,2194.43511,225308.37,67.57,49.43,-4.0,1.0,0,0,1,104.4969,10728.97,Neutral,0,12.325229714547993,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-23,0.0,23994.47,8.398064,2,2,0,3418.6,1,-8.398064,1.0,71.0,Greed,False,False,-8.398064,23994.47,68.43,52.57,1.0,-1.0,0,0,0,-4.199,11997.24,Bullish,0,10.08562034151456,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-24,0.0,28011.55,9.803735,21,3,18,488.9904226128572,19,-9.803735,0.1429,69.0,Greed,False,False,-9.803735,28011.55,68.43,55.5,-2.0,-1.0,0,0,0,-0.4668,1333.88,Bearish,1,10.240407903025037,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-25,0.0,519380.44,181.783127,65,65,0,3225.4276923076923,1,-181.783127,1.0,68.0,Greed,False,False,-181.783127,519380.44,69.43,58.29,-1.0,-1.0,0,0,0,-2.7967,7990.47,Bullish,0,13.160393844033628,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-26,0.0,150009.65,52.503374,10,10,0,3103.3300000000004,1,-52.503374,1.0,68.0,Greed,False,False,-52.503374,150009.65,70.57,61.36,0.0,-1.0,0,0,0,-5.2503,15000.96,Bullish,0,11.918461570558012,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-27,6400.623656,900756.99,315.264931,52,9,43,3203.605847689423,2,6085.358725,0.1731,72.0,Greed,False,False,6085.358725,900756.99,70.29,64.71,4.0,1.0,0,0,1,117.0261,17322.25,Bearish,1,13.710991898956788,Top 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-28,0.0,31999.69,11.199886,3,3,0,3231.366666666667,1,-11.199886,1.0,71.0,Greed,False,False,-11.199886,31999.69,69.86,67.43,-1.0,1.0,0,0,0,-3.7333,10666.56,Bullish,0,10.373512744049396,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-30,0.0,36006.47,12.602264,6,6,0,3295.4833333333336,1,-12.602264,1.0,67.0,Greed,False,False,-12.602264,36006.47,69.86,69.14,-7.0,-1.0,0,0,0,-2.1004,6001.08,Bullish,0,10.4914816959131,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-31,0.0,40005.14,14.001799000000002,3,3,0,3247.7000000000003,1,-14.001799000000002,1.0,61.0,Greed,False,False,-14.001799000000002,40005.14,68.71,68.57,-6.0,-1.0,0,0,0,-4.6673,13335.05,Bullish,0,10.596788221316153,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-01,0.0,143995.01,50.398245,13,13,0,3149.038461538461,1,-50.398245,1.0,52.0,Neutral,False,False,-50.398245,143995.01,66.43,67.93,-9.0,-1.0,0,0,0,-3.8768,11076.54,Bullish,0,11.87754086984092,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-02,0.0,295967.16,103.588462,36,35,1,2929.913995833333,2,-103.588462,0.9722,57.0,Greed,False,False,-103.588462,295967.16,64.86,67.71,5.0,-1.0,0,0,0,-2.8775,8221.31,Bullish,0,12.598007159952823,Bottom 25%,Profitable,0.5919,0.3178,35.3707,Profitable,0.5919,0.3178,35.3707
