timestamp,value,classification,date
1580362200,57,Greed,2020-01-30
1580448600,55,Greed,2020-01-31
1580535000,57,Greed,2020-02-01
1580621400,57,Greed,2020-02-02
1580707800,59,Greed,2020-02-03
1580794200,56,Greed,2020-02-04
1580880600,53,Neutral,2020-02-05
1580967000,61,Greed,2020-02-06
1581053400,56,Greed,2020-02-07
1581139800,56,Greed,2020-02-08
1581226200,56,Greed,2020-02-09
1581312600,57,Greed,2020-02-10
1581399000,52,Neutral,2020-02-11
1581485400,61,Greed,2020-02-12
1581571800,65,Greed,2020-02-13
1581658200,63,Greed,2020-02-14
1581744600,64,Greed,2020-02-15
1581831000,59,Greed,2020-02-16
1581917400,49,Neutral,2020-02-17
1582003800,53,Neutral,2020-02-18
1582090200,50,Neutral,2020-02-19
1582176600,44,Fear,2020-02-20
1582263000,44,Fear,2020-02-21
1582349400,43,Fear,2020-02-22
1582435800,46,Neutral,2020-02-23
1582522200,46,Neutral,2020-02-24
1582608600,44,Fear,2020-02-25
1582695000,41,Fear,2020-02-26
1582781400,39,Fear,2020-02-27
1582867800,40,Fear,2020-02-28
1582954200,38,Fear,2020-02-29
1583040600,39,Fear,2020-03-01
1583127000,38,Fear,2020-03-02
1583213400,38,Fear,2020-03-03
1583299800,40,Fear,2020-03-04
1583386200,41,Fear,2020-03-05
1583472600,39,Fear,2020-03-06
1583559000,38,Fear,2020-03-07
1583645400,33,Fear,2020-03-08
1583731800,17,Extreme Fear,2020-03-09
1583818200,16,Extreme Fear,2020-03-10
1583904600,17,Extreme Fear,2020-03-11
1583991000,14,Extreme Fear,2020-03-12
1584077400,10,Extreme Fear,2020-03-13
1584163800,8,Extreme Fear,2020-03-14
1584250200,12,Extreme Fear,2020-03-15
1584336600,9,Extreme Fear,2020-03-16
1584423000,8,Extreme Fear,2020-03-17
1584509400,11,Extreme Fear,2020-03-18
1584595800,12,Extreme Fear,2020-03-19
1584682200,9,Extreme Fear,2020-03-20
1584768600,9,Extreme Fear,2020-03-21
1584855000,11,Extreme Fear,2020-03-22
1584941400,10,Extreme Fear,2020-03-23
1585027800,12,Extreme Fear,2020-03-24
1585114200,13,Extreme Fear,2020-03-25
1585200600,14,Extreme Fear,2020-03-26
1585287000,12,Extreme Fear,2020-03-27
1585373400,8,Extreme Fear,2020-03-28
1585459800,12,Extreme Fear,2020-03-29
1585546200,10,Extreme Fear,2020-03-30
1585632600,12,Extreme Fear,2020-03-31
1585719000,12,Extreme Fear,2020-04-01
1585805400,14,Extreme Fear,2020-04-02
1585891800,14,Extreme Fear,2020-04-03
1585978200,12,Extreme Fear,2020-04-04
1586064600,12,Extreme Fear,2020-04-05
1586151000,12,Extreme Fear,2020-04-06
1586237400,20,Extreme Fear,2020-04-07
1586323800,21,Extreme Fear,2020-04-08
1586410200,22,Extreme Fear,2020-04-09
1586496600,15,Extreme Fear,2020-04-10
1586583000,15,Extreme Fear,2020-04-11
1586669400,10,Extreme Fear,2020-04-12
1586755800,11,Extreme Fear,2020-04-13
1586842200,15,Extreme Fear,2020-04-14
1586928600,18,Extreme Fear,2020-04-15
1587015000,13,Extreme Fear,2020-04-16
1587101400,15,Extreme Fear,2020-04-17
1587187800,18,Extreme Fear,2020-04-18
1587274200,16,Extreme Fear,2020-04-19
1587360600,15,Extreme Fear,2020-04-20
1587447000,17,Extreme Fear,2020-04-21
1587533400,19,Extreme Fear,2020-04-22
1587619800,19,Extreme Fear,2020-04-23
1587706200,20,Extreme Fear,2020-04-24
1587792600,24,Extreme Fear,2020-04-25
1587879000,21,Extreme Fear,2020-04-26
1587965400,28,Fear,2020-04-27
1588051800,26,Fear,2020-04-28
1588138200,26,Fear,2020-04-29
1588224600,44,Fear,2020-04-30
1588311000,40,Fear,2020-05-01
1588397400,40,Fear,2020-05-02
1588483800,45,Neutral,2020-05-03
1588570200,44,Fear,2020-05-04
1588656600,40,Fear,2020-05-05
1588743000,42,Fear,2020-05-06
1588829400,49,Neutral,2020-05-07
1588915800,55,Greed,2020-05-08
1589002200,56,Greed,2020-05-09
1589088600,48,Neutral,2020-05-10
1589175000,40,Fear,2020-05-11
1589261400,39,Fear,2020-05-12
1589347800,41,Fear,2020-05-13
1589434200,40,Fear,2020-05-14
1589520600,44,Fear,2020-05-15
1589607000,41,Fear,2020-05-16
1589693400,40,Fear,2020-05-17
1589779800,50,Neutral,2020-05-18
1589866200,50,Neutral,2020-05-19
1589952600,52,Neutral,2020-05-20
1590039000,49,Neutral,2020-05-21
1590125400,42,Fear,2020-05-22
1590211800,40,Fear,2020-05-23
1590298200,43,Fear,2020-05-24
1590384600,41,Fear,2020-05-25
1590471000,39,Fear,2020-05-26
1590557400,39,Fear,2020-05-27
1590643800,41,Fear,2020-05-28
1590730200,48,Neutral,2020-05-29
1590816600,48,Neutral,2020-05-30
1590903000,51,Neutral,2020-05-31
1590989400,50,Neutral,2020-06-01
1591075800,56,Greed,2020-06-02
1591162200,48,Neutral,2020-06-03
1591248600,54,Neutral,2020-06-04
1591335000,53,Neutral,2020-06-05
1591421400,54,Neutral,2020-06-06
1591507800,54,Neutral,2020-06-07
1591594200,53,Neutral,2020-06-08
1591680600,52,Neutral,2020-06-09
1591767000,54,Neutral,2020-06-10
1591853400,52,Neutral,2020-06-11
1591939800,38,Fear,2020-06-12
1592026200,38,Fear,2020-06-13
1592112600,40,Fear,2020-06-14
1592199000,37,Fear,2020-06-15
1592285400,39,Fear,2020-06-16
1592371800,38,Fear,2020-06-17
1592458200,40,Fear,2020-06-18
1592544600,39,Fear,2020-06-19
1592631000,38,Fear,2020-06-20
1592717400,37,Fear,2020-06-21
1592803800,38,Fear,2020-06-22
1592890200,41,Fear,2020-06-23
1592976600,50,Neutral,2020-06-24
1593063000,43,Fear,2020-06-25
1593149400,40,Fear,2020-06-26
1593235800,43,Fear,2020-06-27
1593322200,40,Fear,2020-06-28
1593408600,41,Fear,2020-06-29
1593495000,44,Fear,2020-06-30
1593581400,42,Fear,2020-07-01
1593667800,42,Fear,2020-07-02
1593754200,41,Fear,2020-07-03
1593840600,40,Fear,2020-07-04
1593927000,38,Fear,2020-07-05
1594013400,40,Fear,2020-07-06
1594099800,43,Fear,2020-07-07
1594186200,44,Fear,2020-07-08
1594272600,44,Fear,2020-07-09
1594359000,41,Fear,2020-07-10
1594445400,44,Fear,2020-07-11
1594531800,41,Fear,2020-07-12
1594618200,43,Fear,2020-07-13
1594704600,43,Fear,2020-07-14
1594791000,44,Fear,2020-07-15
1594877400,43,Fear,2020-07-16
1594963800,41,Fear,2020-07-17
1595050200,44,Fear,2020-07-18
1595136600,41,Fear,2020-07-19
1595223000,44,Fear,2020-07-20
1595309400,44,Fear,2020-07-21
1595395800,50,Neutral,2020-07-22
1595482200,55,Greed,2020-07-23
1595568600,53,Neutral,2020-07-24
1595655000,55,Greed,2020-07-25
1595741400,55,Greed,2020-07-26
1595827800,58,Greed,2020-07-27
1595914200,76,Extreme Greed,2020-07-28
1596000600,71,Greed,2020-07-29
1596087000,76,Extreme Greed,2020-07-30
1596173400,75,Extreme Greed,2020-07-31
1596259800,75,Extreme Greed,2020-08-01
1596346200,80,Extreme Greed,2020-08-02
1596432600,75,Extreme Greed,2020-08-03
1596519000,72,Greed,2020-08-04
1596605400,75,Extreme Greed,2020-08-05
1596691800,79,Extreme Greed,2020-08-06
1596778200,77,Extreme Greed,2020-08-07
1596864600,77,Extreme Greed,2020-08-08
1596951000,79,Extreme Greed,2020-08-09
1597037400,78,Extreme Greed,2020-08-10
1597123800,84,Extreme Greed,2020-08-11
1597210200,75,Extreme Greed,2020-08-12
1597296600,75,Extreme Greed,2020-08-13
1597383000,78,Extreme Greed,2020-08-14
1597469400,79,Extreme Greed,2020-08-15
1597555800,82,Extreme Greed,2020-08-16
1597642200,83,Extreme Greed,2020-08-17
1597728600,82,Extreme Greed,2020-08-18
1597815000,80,Extreme Greed,2020-08-19
1597901400,75,Extreme Greed,2020-08-20
1597987800,81,Extreme Greed,2020-08-21
1598074200,78,Extreme Greed,2020-08-22
1598160600,76,Extreme Greed,2020-08-23
1598247000,78,Extreme Greed,2020-08-24
1598333400,75,Extreme Greed,2020-08-25
1598419800,76,Extreme Greed,2020-08-26
1598506200,75,Extreme Greed,2020-08-27
1598592600,74,Greed,2020-08-28
1598679000,79,Extreme Greed,2020-08-29
1598765400,75,Extreme Greed,2020-08-30
1598851800,75,Extreme Greed,2020-08-31
1598938200,75,Extreme Greed,2020-09-01
1599024600,83,Extreme Greed,2020-09-02
1599111000,79,Extreme Greed,2020-09-03
1599197400,40,Fear,2020-09-04
1599283800,41,Fear,2020-09-05
1599370200,41,Fear,2020-09-06
1599456600,41,Fear,2020-09-07
1599543000,41,Fear,2020-09-08
1599629400,38,Fear,2020-09-09
1599715800,38,Fear,2020-09-10
1599802200,41,Fear,2020-09-11
1599888600,41,Fear,2020-09-12
1599975000,38,Fear,2020-09-13
1600061400,39,Fear,2020-09-14
1600147800,47,Neutral,2020-09-15
1600234200,43,Fear,2020-09-16
1600320600,48,Neutral,2020-09-17
1600407000,49,Neutral,2020-09-18
1600493400,48,Neutral,2020-09-19
1600579800,52,Neutral,2020-09-20
1600666200,48,Neutral,2020-09-21
1600752600,39,Fear,2020-09-22
1600839000,43,Fear,2020-09-23
1600925400,39,Fear,2020-09-24
1601011800,46,Neutral,2020-09-25
1601098200,45,Neutral,2020-09-26
1601184600,47,Neutral,2020-09-27
1601271000,43,Fear,2020-09-28
1601357400,45,Neutral,2020-09-29
1601443800,49,Neutral,2020-09-30
1601530200,45,Neutral,2020-10-01
1601616600,41,Fear,2020-10-02
1601703000,40,Fear,2020-10-03
1601789400,42,Fear,2020-10-04
1601875800,42,Fear,2020-10-05
1601962200,47,Neutral,2020-10-06
1602048600,43,Fear,2020-10-07
1602135000,46,Neutral,2020-10-08
1602221400,48,Neutral,2020-10-09
1602307800,53,Neutral,2020-10-10
1602394200,55,Greed,2020-10-11
1602480600,52,Neutral,2020-10-12
1602567000,56,Greed,2020-10-13
1602653400,53,Neutral,2020-10-14
1602739800,56,Greed,2020-10-15
1602826200,52,Neutral,2020-10-16
1602912600,56,Greed,2020-10-17
1602999000,55,Greed,2020-10-18
1603085400,55,Greed,2020-10-19
1603171800,56,Greed,2020-10-20
1603258200,61,Greed,2020-10-21
1603344600,73,Greed,2020-10-22
1603431000,74,Greed,2020-10-23
1603517400,73,Greed,2020-10-24
1603603800,76,Extreme Greed,2020-10-25
1603690200,75,Extreme Greed,2020-10-26
1603776600,61,Greed,2020-10-27
1603863000,70,Greed,2020-10-28
1603949400,67,Greed,2020-10-29
1604035800,74,Greed,2020-10-30
1604122200,73,Greed,2020-10-31
1604208600,72,Greed,2020-11-01
1604295000,71,Greed,2020-11-02
1604381400,71,Greed,2020-11-03
1604467800,74,Greed,2020-11-04
1604554200,72,Greed,2020-11-05
1604640600,90,Extreme Greed,2020-11-06
1604727000,88,Extreme Greed,2020-11-07
1604813400,82,Extreme Greed,2020-11-08
1604899800,90,Extreme Greed,2020-11-09
1604986200,90,Extreme Greed,2020-11-10
1605072600,86,Extreme Greed,2020-11-11
1605159000,87,Extreme Greed,2020-11-12
1605245400,89,Extreme Greed,2020-11-13
1605331800,90,Extreme Greed,2020-11-14
1605418200,86,Extreme Greed,2020-11-15
1605504600,90,Extreme Greed,2020-11-16
1605591000,86,Extreme Greed,2020-11-17
1605677400,91,Extreme Greed,2020-11-18
1605763800,94,Extreme Greed,2020-11-19
1605850200,86,Extreme Greed,2020-11-20
1605936600,91,Extreme Greed,2020-11-21
1606023000,94,Extreme Greed,2020-11-22
1606109400,90,Extreme Greed,2020-11-23
1606195800,88,Extreme Greed,2020-11-24
1606282200,94,Extreme Greed,2020-11-25
1606368600,93,Extreme Greed,2020-11-26
1606455000,86,Extreme Greed,2020-11-27
1606541400,87,Extreme Greed,2020-11-28
1606627800,89,Extreme Greed,2020-11-29
1606714200,88,Extreme Greed,2020-11-30
1606800600,95,Extreme Greed,2020-12-01
1606887000,92,Extreme Greed,2020-12-02
1606973400,92,Extreme Greed,2020-12-03
1607059800,92,Extreme Greed,2020-12-04
1607146200,93,Extreme Greed,2020-12-05
1607232600,95,Extreme Greed,2020-12-06
1607319000,94,Extreme Greed,2020-12-07
1607405400,95,Extreme Greed,2020-12-08
1607491800,86,Extreme Greed,2020-12-09
1607578200,94,Extreme Greed,2020-12-10
1607664600,89,Extreme Greed,2020-12-11
1607751000,90,Extreme Greed,2020-12-12
1607837400,91,Extreme Greed,2020-12-13
1607923800,95,Extreme Greed,2020-12-14
1608010200,91,Extreme Greed,2020-12-15
1608096600,92,Extreme Greed,2020-12-16
1608183000,92,Extreme Greed,2020-12-17
1608269400,95,Extreme Greed,2020-12-18
1608355800,93,Extreme Greed,2020-12-19
1608442200,92,Extreme Greed,2020-12-20
1608528600,92,Extreme Greed,2020-12-21
1608615000,88,Extreme Greed,2020-12-22
1608701400,93,Extreme Greed,2020-12-23
1608787800,86,Extreme Greed,2020-12-24
1608874200,94,Extreme Greed,2020-12-25
1608960600,93,Extreme Greed,2020-12-26
1609047000,91,Extreme Greed,2020-12-27
1609133400,92,Extreme Greed,2020-12-28
1609219800,91,Extreme Greed,2020-12-29
1609306200,91,Extreme Greed,2020-12-30
1609392600,95,Extreme Greed,2020-12-31
1609479000,94,Extreme Greed,2021-01-01
1609565400,94,Extreme Greed,2021-01-02
1609651800,93,Extreme Greed,2021-01-03
1609738200,94,Extreme Greed,2021-01-04
1609824600,93,Extreme Greed,2021-01-05
1609911000,95,Extreme Greed,2021-01-06
1609997400,91,Extreme Greed,2021-01-07
1610083800,93,Extreme Greed,2021-01-08
1610170200,93,Extreme Greed,2021-01-09
1610256600,94,Extreme Greed,2021-01-10
1610343000,90,Extreme Greed,2021-01-11
1610429400,84,Extreme Greed,2021-01-12
1610515800,78,Extreme Greed,2021-01-13
1610602200,83,Extreme Greed,2021-01-14
1610688600,88,Extreme Greed,2021-01-15
1610775000,84,Extreme Greed,2021-01-16
1610861400,79,Extreme Greed,2021-01-17
1610947800,79,Extreme Greed,2021-01-18
1611034200,80,Extreme Greed,2021-01-19
1611120600,78,Extreme Greed,2021-01-20
1611207000,75,Extreme Greed,2021-01-21
1611293400,40,Fear,2021-01-22
1611379800,74,Greed,2021-01-23
1611466200,70,Greed,2021-01-24
1611552600,74,Greed,2021-01-25
1611639000,71,Greed,2021-01-26
1611725400,78,Extreme Greed,2021-01-27
1611811800,55,Greed,2021-01-28
1611898200,77,Extreme Greed,2021-01-29
1611984600,76,Extreme Greed,2021-01-30
1612071000,78,Extreme Greed,2021-01-31
1612157400,77,Extreme Greed,2021-02-01
1612243800,76,Extreme Greed,2021-02-02
1612330200,78,Extreme Greed,2021-02-03
1612416600,80,Extreme Greed,2021-02-04
1612503000,81,Extreme Greed,2021-02-05
1612589400,84,Extreme Greed,2021-02-06
1612675800,86,Extreme Greed,2021-02-07
1612762200,83,Extreme Greed,2021-02-08
1612848600,95,Extreme Greed,2021-02-09
1612935000,92,Extreme Greed,2021-02-10
1613021400,93,Extreme Greed,2021-02-11
1613107800,92,Extreme Greed,2021-02-12
1613194200,92,Extreme Greed,2021-02-13
1613280600,95,Extreme Greed,2021-02-14
1613367000,93,Extreme Greed,2021-02-15
1613453400,95,Extreme Greed,2021-02-16
1613539800,95,Extreme Greed,2021-02-17
1613626200,91,Extreme Greed,2021-02-18
1613712600,93,Extreme Greed,2021-02-19
1613799000,91,Extreme Greed,2021-02-20
1613885400,91,Extreme Greed,2021-02-21
1613971800,94,Extreme Greed,2021-02-22
1614058200,94,Extreme Greed,2021-02-23
1614144600,76,Extreme Greed,2021-02-24
1614231000,79,Extreme Greed,2021-02-25
1614317400,55,Greed,2021-02-26
1614403800,56,Greed,2021-02-27
1614490200,55,Greed,2021-02-28
1614576600,38,Fear,2021-03-01
1614663000,78,Extreme Greed,2021-03-02
1614749400,78,Extreme Greed,2021-03-03
1614835800,84,Extreme Greed,2021-03-04
1614922200,77,Extreme Greed,2021-03-05
1615008600,77,Extreme Greed,2021-03-06
1615095000,76,Extreme Greed,2021-03-07
1615181400,81,Extreme Greed,2021-03-08
1615267800,81,Extreme Greed,2021-03-09
1615354200,68,Greed,2021-03-10
1615440600,73,Greed,2021-03-11
1615527000,70,Greed,2021-03-12
1615613400,74,Greed,2021-03-13
1615699800,78,Extreme Greed,2021-03-14
1615786200,76,Extreme Greed,2021-03-15
1615872600,71,Greed,2021-03-16
1615959000,71,Greed,2021-03-17
1616045400,72,Greed,2021-03-18
1616131800,71,Greed,2021-03-19
1616218200,75,Extreme Greed,2021-03-20
1616304600,73,Greed,2021-03-21
1616391000,70,Greed,2021-03-22
1616477400,66,Greed,2021-03-23
1616563800,65,Greed,2021-03-24
1616650200,60,Greed,2021-03-25
1616736600,54,Neutral,2021-03-26
1616823000,65,Greed,2021-03-27
1616909400,74,Greed,2021-03-28
1616995800,72,Greed,2021-03-29
1617082200,72,Greed,2021-03-30
1617168600,76,Extreme Greed,2021-03-31
1617255000,74,Greed,2021-04-01
1617341400,74,Greed,2021-04-02
1617427800,73,Greed,2021-04-03
1617514200,74,Greed,2021-04-04
1617600600,71,Greed,2021-04-05
1617687000,75,Extreme Greed,2021-04-06
1617773400,72,Greed,2021-04-07
1617859800,73,Greed,2021-04-08
1617946200,70,Greed,2021-04-09
1618032600,70,Greed,2021-04-10
1618119000,76,Extreme Greed,2021-04-11
1618205400,74,Greed,2021-04-12
1618291800,74,Greed,2021-04-13
1618378200,75,Extreme Greed,2021-04-14
1618464600,79,Extreme Greed,2021-04-15
1618551000,78,Extreme Greed,2021-04-16
1618637400,76,Extreme Greed,2021-04-17
1618723800,79,Extreme Greed,2021-04-18
1618810200,74,Greed,2021-04-19
1618896600,73,Greed,2021-04-20
1618983000,73,Greed,2021-04-21
1619069400,65,Greed,2021-04-22
1619155800,55,Greed,2021-04-23
1619242200,37,Fear,2021-04-24
1619328600,31,Fear,2021-04-25
1619415000,27,Fear,2021-04-26
1619501400,50,Neutral,2021-04-27
1619587800,59,Greed,2021-04-28
1619674200,52,Neutral,2021-04-29
1619760600,51,Neutral,2021-04-30
1619847000,68,Greed,2021-05-01
1619933400,66,Greed,2021-05-02
1620019800,61,Greed,2021-05-03
1620106200,68,Greed,2021-05-04
1620192600,48,Neutral,2021-05-05
1620279000,65,Greed,2021-05-06
1620365400,64,Greed,2021-05-07
1620451800,67,Greed,2021-05-08
1620538200,73,Greed,2021-05-09
1620624600,72,Greed,2021-05-10
1620711000,61,Greed,2021-05-11
1620797400,68,Greed,2021-05-12
1620883800,31,Fear,2021-05-13
1620970200,26,Fear,2021-05-14
1621056600,27,Fear,2021-05-15
1621143000,20,Extreme Fear,2021-05-16
1621229400,27,Fear,2021-05-17
1621315800,21,Extreme Fear,2021-05-18
1621402200,23,Extreme Fear,2021-05-19
1621488600,11,Extreme Fear,2021-05-20
1621575000,19,Extreme Fear,2021-05-21
1621661400,12,Extreme Fear,2021-05-22
1621747800,14,Extreme Fear,2021-05-23
1621834200,10,Extreme Fear,2021-05-24
1621920600,22,Extreme Fear,2021-05-25
1622007000,22,Extreme Fear,2021-05-26
1622093400,27,Fear,2021-05-27
1622179800,21,Extreme Fear,2021-05-28
1622266200,18,Extreme Fear,2021-05-29
1622352600,10,Extreme Fear,2021-05-30
1622439000,18,Extreme Fear,2021-05-31
1622525400,20,Extreme Fear,2021-06-01
1622611800,23,Extreme Fear,2021-06-02
1622698200,24,Extreme Fear,2021-06-03
1622784600,27,Fear,2021-06-04
1622871000,24,Extreme Fear,2021-06-05
1622957400,17,Extreme Fear,2021-06-06
1623043800,15,Extreme Fear,2021-06-07
1623130200,13,Extreme Fear,2021-06-08
1623216600,14,Extreme Fear,2021-06-09
1623303000,21,Extreme Fear,2021-06-10
1623389400,21,Extreme Fear,2021-06-11
1623475800,28,Fear,2021-06-12
1623562200,23,Extreme Fear,2021-06-13
1623648600,28,Fear,2021-06-14
1623735000,38,Fear,2021-06-15
1623821400,33,Fear,2021-06-16
1623907800,26,Fear,2021-06-17
1623994200,25,Fear,2021-06-18
1624080600,23,Extreme Fear,2021-06-19
1624167000,21,Extreme Fear,2021-06-20
1624253400,23,Extreme Fear,2021-06-21
1624339800,10,Extreme Fear,2021-06-22
1624426200,14,Extreme Fear,2021-06-23
1624512600,22,Extreme Fear,2021-06-24
1624599000,27,Fear,2021-06-25
1624685400,20,Extreme Fear,2021-06-26
1624771800,22,Extreme Fear,2021-06-27
1624858200,25,Fear,2021-06-28
1624944600,25,Fear,2021-06-29
1625031000,28,Fear,2021-06-30
1625117400,28,Fear,2021-07-01
1625203800,21,Extreme Fear,2021-07-02
1625290200,24,Extreme Fear,2021-07-03
1625376600,27,Fear,2021-07-04
1625463000,29,Fear,2021-07-05
1625549400,20,Extreme Fear,2021-07-06
1625635800,28,Fear,2021-07-07
1625722200,20,Extreme Fear,2021-07-08
1625808600,20,Extreme Fear,2021-07-09
1625895000,20,Extreme Fear,2021-07-10
1625981400,20,Extreme Fear,2021-07-11
1626067800,25,Fear,2021-07-12
1626154200,20,Extreme Fear,2021-07-13
1626240600,21,Extreme Fear,2021-07-14
1626327000,20,Extreme Fear,2021-07-15
1626413400,22,Extreme Fear,2021-07-16
1626499800,15,Extreme Fear,2021-07-17
1626586200,19,Extreme Fear,2021-07-18
1626672600,24,Extreme Fear,2021-07-19
1626759000,19,Extreme Fear,2021-07-20
1626845400,10,Extreme Fear,2021-07-21
1626931800,21,Extreme Fear,2021-07-22
1627018200,23,Extreme Fear,2021-07-23
1627104600,22,Extreme Fear,2021-07-24
1627191000,27,Fear,2021-07-25
1627277400,26,Fear,2021-07-26
1627363800,32,Fear,2021-07-27
1627450200,50,Neutral,2021-07-28
1627536600,50,Neutral,2021-07-29
1627623000,53,Neutral,2021-07-30
1627709400,60,Greed,2021-07-31
1627795800,60,Greed,2021-08-01
1627882200,48,Neutral,2021-08-02
1627968600,48,Neutral,2021-08-03
1628055000,42,Fear,2021-08-04
1628141400,50,Neutral,2021-08-05
1628227800,52,Neutral,2021-08-06
1628314200,69,Greed,2021-08-07
1628400600,74,Greed,2021-08-08
1628487000,65,Greed,2021-08-09
1628573400,71,Greed,2021-08-10
1628659800,70,Greed,2021-08-11
1628746200,70,Greed,2021-08-12
1628832600,70,Greed,2021-08-13
1628919000,76,Extreme Greed,2021-08-14
1629005400,71,Greed,2021-08-15
1629091800,72,Greed,2021-08-16
1629178200,72,Greed,2021-08-17
1629264600,73,Greed,2021-08-18
1629351000,70,Greed,2021-08-19
1629437400,70,Greed,2021-08-20
1629523800,78,Extreme Greed,2021-08-21
1629610200,76,Extreme Greed,2021-08-22
1629696600,79,Extreme Greed,2021-08-23
1629783000,79,Extreme Greed,2021-08-24
1629869400,73,Greed,2021-08-25
1629955800,75,Extreme Greed,2021-08-26
1630042200,71,Greed,2021-08-27
1630128600,78,Extreme Greed,2021-08-28
1630215000,72,Greed,2021-08-29
1630301400,73,Greed,2021-08-30
1630387800,73,Greed,2021-08-31
1630474200,71,Greed,2021-09-01
1630560600,74,Greed,2021-09-02
1630647000,74,Greed,2021-09-03
1630733400,72,Greed,2021-09-04
1630819800,73,Greed,2021-09-05
1630906200,79,Extreme Greed,2021-09-06
1630992600,79,Extreme Greed,2021-09-07
1631079000,47,Neutral,2021-09-08
1631165400,45,Neutral,2021-09-09
1631251800,46,Neutral,2021-09-10
1631338200,31,Fear,2021-09-11
1631424600,32,Fear,2021-09-12
1631511000,44,Fear,2021-09-13
1631597400,30,Fear,2021-09-14
1631683800,49,Neutral,2021-09-15
1631770200,53,Neutral,2021-09-16
1631856600,48,Neutral,2021-09-17
1631943000,50,Neutral,2021-09-18
1632029400,53,Neutral,2021-09-19
1632115800,50,Neutral,2021-09-20
1632202200,27,Fear,2021-09-21
1632288600,21,Extreme Fear,2021-09-22
1632375000,27,Fear,2021-09-23
1632461400,33,Fear,2021-09-24
1632547800,28,Fear,2021-09-25
1632634200,27,Fear,2021-09-26
1632720600,26,Fear,2021-09-27
1632807000,25,Fear,2021-09-28
1632893400,24,Extreme Fear,2021-09-29
1632979800,20,Extreme Fear,2021-09-30
1633066200,27,Fear,2021-10-01
1633152600,54,Neutral,2021-10-02
1633239000,49,Neutral,2021-10-03
1633325400,54,Neutral,2021-10-04
1633411800,59,Greed,2021-10-05
1633498200,68,Greed,2021-10-06
1633584600,76,Extreme Greed,2021-10-07
1633671000,74,Greed,2021-10-08
1633757400,72,Greed,2021-10-09
1633843800,71,Greed,2021-10-10
1633930200,71,Greed,2021-10-11
1634016600,78,Extreme Greed,2021-10-12
1634103000,70,Greed,2021-10-13
1634189400,70,Greed,2021-10-14
1634275800,71,Greed,2021-10-15
1634362200,78,Extreme Greed,2021-10-16
1634448600,79,Extreme Greed,2021-10-17
1634535000,78,Extreme Greed,2021-10-18
1634621400,75,Extreme Greed,2021-10-19
1634707800,82,Extreme Greed,2021-10-20
1634794200,84,Extreme Greed,2021-10-21
1634880600,75,Extreme Greed,2021-10-22
1634967000,74,Greed,2021-10-23
1635053400,73,Greed,2021-10-24
1635139800,72,Greed,2021-10-25
1635226200,76,Extreme Greed,2021-10-26
1635312600,73,Greed,2021-10-27
1635399000,66,Greed,2021-10-28
1635485400,70,Greed,2021-10-29
1635571800,73,Greed,2021-10-30
1635658200,74,Greed,2021-10-31
1635744600,74,Greed,2021-11-01
1635831000,73,Greed,2021-11-02
1635917400,76,Extreme Greed,2021-11-03
1636003800,73,Greed,2021-11-04
1636090200,73,Greed,2021-11-05
1636176600,71,Greed,2021-11-06
1636263000,73,Greed,2021-11-07
1636349400,75,Extreme Greed,2021-11-08
1636435800,84,Extreme Greed,2021-11-09
1636522200,75,Extreme Greed,2021-11-10
1636608600,77,Extreme Greed,2021-11-11
1636695000,74,Greed,2021-11-12
1636781400,72,Greed,2021-11-13
1636867800,74,Greed,2021-11-14
1636954200,72,Greed,2021-11-15
1637040600,71,Greed,2021-11-16
1637127000,52,Neutral,2021-11-17
1637213400,54,Neutral,2021-11-18
1637299800,34,Fear,2021-11-19
1637386200,43,Fear,2021-11-20
1637472600,49,Neutral,2021-11-21
1637559000,50,Neutral,2021-11-22
1637645400,33,Fear,2021-11-23
1637731800,42,Fear,2021-11-24
1637818200,32,Fear,2021-11-25
1637904600,47,Neutral,2021-11-26
1637991000,21,Extreme Fear,2021-11-27
1638077400,27,Fear,2021-11-28
1638163800,33,Fear,2021-11-29
1638250200,40,Fear,2021-11-30
1638336600,34,Fear,2021-12-01
1638423000,32,Fear,2021-12-02
1638509400,31,Fear,2021-12-03
1638595800,25,Fear,2021-12-04
1638682200,18,Extreme Fear,2021-12-05
1638768600,16,Extreme Fear,2021-12-06
1638855000,25,Fear,2021-12-07
1638941400,28,Fear,2021-12-08
1639027800,29,Fear,2021-12-09
1639114200,24,Extreme Fear,2021-12-10
1639200600,16,Extreme Fear,2021-12-11
1639287000,27,Fear,2021-12-12
1639373400,28,Fear,2021-12-13
1639459800,21,Extreme Fear,2021-12-14
1639546200,28,Fear,2021-12-15
1639632600,29,Fear,2021-12-16
1639719000,23,Extreme Fear,2021-12-17
1639805400,24,Extreme Fear,2021-12-18
1639891800,29,Fear,2021-12-19
1639978200,25,Fear,2021-12-20
1640064600,27,Fear,2021-12-21
1640151000,45,Neutral,2021-12-22
1640237400,34,Fear,2021-12-23
1640323800,41,Fear,2021-12-24
1640410200,39,Fear,2021-12-25
1640496600,37,Fear,2021-12-26
1640583000,40,Fear,2021-12-27
1640669400,41,Fear,2021-12-28
1640755800,27,Fear,2021-12-29
1640842200,22,Extreme Fear,2021-12-30
1640928600,28,Fear,2021-12-31
1641015000,21,Extreme Fear,2022-01-01
1641101400,29,Fear,2022-01-02
1641187800,29,Fear,2022-01-03
